date,tweet,saham
2026-05-03,"Semoga saham $BBRI, $BBNI, $BMRI tidak terpengaruh oleh cocotnya Prabowo $IHSG",bmri
2026-05-03,"Yeah, $CPIN and $UNVR, right",unvr
2026-05-04,Important BBRI Stock Signal #saham #infosaham #investasi,bbri
2026-05-04,Latest Valuation of BBRI Stock #saham #infosaham #investasi,bbri
2026-05-04,"CONDITIONS FOR $IHSG TO RETURN TO ATH (10,000): 1. BIG BANKS MUST RECOVER $BBCA $BBRI $BMRI 2. CONGLOMERATE STOCKS MUST RISE 3. FOREIGN INFLOW NO.3 ALONE IS ALREADY DIFFICULT",bbri
2026-05-04,"This ear bank group thats a bit different HAHAHA Impostors, yeah, theyre on their own wavelength, foreign, and then they buy BBNI, who knows if they like it for some reason or because BBNIs slice in their portfolio is still small compared to BBCA, BBRI, BMRI, so theres",bbri
2026-05-04,"IHSG Technical View May 4, 2026 Last week, the IHSG closed down 2.03%, accompanied by foreign net selling of ~IDR 1.65 trillion. The stocks most heavily sold by foreigners were BBCA, BBRI, BMRI, ANTM, and GOTO.",bbri
2026-05-04,Klo bbri cap ?,bbri
2026-05-04,"Average BELI blackrock di BBRI 2717/share, value 8.2 Trillion, held for 16 years Will BBRIs price be brought to 2700/share? If BBRIs price this year is 375/share, with annual EPS 408/share and DPR 92%, then next year BRI will distribute a dividend of 3750/share, yield almost",bbri
2026-05-04,"even carried away in a dream, bro, wbsa unsus then flying to 1660, bbri to 4600, lead also green, the red ones just bbca but that was just my dream",bbri
2026-05-04,Feeling the Important Difference in BBRI Stock #saham #infosaham #investasi,bbri
2026-05-04,"MAY 4, 2026 BIG BANK STOCKS $BBCA $BBRI $BMRI HAVE ALREADY STARTED SEEING THIN FOREIGN BUYING.. HOPING 1 WEEK CONSISTENT ACCUMULATION IS ENOUGH",bbri
2026-05-04,"Heres my dream, though.. Ive been regularly saving up in BBRI since last year.. still floating loss, pretty decent actually. But as long as I keep getting dividends, I figure those are the real profit, while the FL is just on paper stuff that can change anytime.. Anyway, every",bbri
2026-05-04,Ayo ah angkat YU $bbri nya.,bbri
2026-05-04,BBRI.,bbri
2026-05-04,"The answer is BBCA, BBRI, BREN, DSSA. They dominate the market cap. And theyre dropping.",bbri
2026-05-04,So it makes sense why bbri 3000,bbri
2026-05-04,"BBRI -12%, BBRI - 20%, BMRI -11% What kind of market is this",bbri
2026-05-04,"How can you save money when the situation is tough, plus saving money these days is a loss anyway because inflation is higher than the savings interest rate. Investors right now arent worried but are pulling out and taking their funds abroad, thats whats happening with BBCA",bbri
2026-05-04,"If the big bank stock drops even more, I hope so Wait for BBRIs dividend yield to hit 15%, the others to 12%",bbri
2026-05-04,"dear antek-antek aseng, please buy BBRI, please??!! signed nyangkuters",bbri
2026-05-04,So why did the IHSG crash? Is it because the IHSG crashed that BBRI and ADRO canceled their dividends?,bbri
2026-05-04,"2. Historical 10-Bagger Pattern Study Analyze 10 stocks that achieved 10x returns in the last 5-7 years (e.g., NVDA, TSLA, BBRI during its growth era). Identify common patterns: market cap size at purchase, industry stage, financial condition, and early signals that retail",bbri
2026-05-04,Is Sero BBRI correct at 3000-3020?,bbri
2026-05-04,"Sun dividend, just a small portion but the yield is pretty decent, see you next year, hopefully it distributes a jumbo dividend again. Just waiting for BBRI BMRI",bbri
2026-05-04,"BBRI and BMRI are perfect for retirement, offering severance of 10-11%.. With 2 billion, you can get annual returns from them averaging Rp 200 million",bbri
2026-05-04,"The KUR BBRI 2026 interest rate is 6%, which means it must be lowered to 5%. President Prabowo Subianto in May 2026 reaffirmed the commitment to launch the Peoples Business Credit (KUR) program with a maximum interest rate of 5% per year. This program is targeted to assist",bbri
2026-05-04,Sp 5/5 : 1. mina pnlf inds pnin bank bbri bbni aali film srtg taxi prda ptba panr hajj dsfi admr grph mrat jpfa scma fwct. 2. drma sola netv bren. 3. bata aces smmt pack aces.,bbri
2026-05-04,"Forget Onitsuka Tiger, its time to buy BBRI",bbri
2026-05-04,"Bbri 100,000 lots, can get it or not, bich ych Hey seniors, ask you guys https://vt.tiktok.com/ZS9Qf5Xt8/",bbri
2026-05-04,"There is selling pressure from foreigners in large banking stocks. However, domestic buying power remains strong, as seen from the price increases in BBRI & BBCA this morning. This situation often becomes a transitional phase (distribution or accumulation). Possible Scenarios :",bbri
2026-05-04,"Buka tabungan Brimo lalu buka tabungan emas Pegadaian, beli emas lewat Brimo masuk ke tabungan emas Pegadaian lalu di Pegadaian tabungan emasnya digadaikan jadi dapat duit cash lagi buat beli BBRI dapat deviden beli emas lagi",bbri
2026-05-04,"Its getting harder to predict now. If you want big dividends, you can check the list. For example, the big ones. PTBA, banks like BBRI. If you want swing trading, thats high risk high return. Today it can soar, tomorrow it can crash. For low risk, money market mutual funds.",bbri
2026-05-04,"Bank Rakyat Indonesia (BBRI) has once again recorded solid financial performance with significant profit growth. This achievement is driven by consistent credit expansion, particularly in the MSME segment, which remains the companys primary focus. In addition, maintained asset",bbri
2026-05-04,"Good News for Shareholders of BBCA, BBRI, BMRI, and BBNI. Company profits all rose in 2016, time to average down. Read here guys. https://teguhhidayat.com/2026/05/prospek-saham-bbca-bbri-bmri-bbni.html?m=1",bbri
2026-05-04,"5m is enough, to buy BBRI shares, then live off the dividends ...",bbri
2026-05-04,"$BBRI in DANGER !! Hit 3010 today Now at the last support with the most brutal bargaining down to 2930 If negotiation fails, say hello to 2750",bbri
2026-05-04,"The answer: BULLISH LONG-TERM for big bank stocks (BBCA, BMRI, BBRI) + fintech. KEK = signal that Indonesia is competing with Singapore/Hong Kong. For retail: NOT directly getting individual incentives, but deeper market = portfolio benefit. Lap... #KeuanganIndonesia",bbri
2026-05-04,"ICBP is still thin from volume, just follow koko haji Erik Tanaka, wait for the setup to reverse back.",icbp
2026-05-04,"Dampak ke 4 Instrumen Investasi Populer Dampak 1: Saham IHSG Saham yang RUGI saat rupiah lemah: Saham yang impor bahan baku banyak (consumer goods, manufaktur). Saham consumer dengan target market kelas menengah (UNVR, ICBP) — daya beli turun karena inflasi.",icbp
2026-05-04,Infonya lewat TLKM,tlkm
2026-05-04,Telkom (TLKM) Plans Rp 1 Trillion Share Buyback #saham #infosaham #investasi,tlkm
2026-05-04,"IHSG +0.17% to 6,968.523 in the I session on Monday (4/5/2026). Non-Primary Consumer Goods Sector +1.19%. Primary Consumer Goods Sector +1.05%. Technology Sector -1.35%, Transportation and Logistics Sector -1.24%. IHSG-driving stocks TLKM +1.78% contributing 5.22 points. BBCA",tlkm
2026-05-04,"Before Danantara existed, TLKM had already bought into GOTO and suffered heavy losses. Now that TLKM has joined Danantara, it means that indirectly, Danantara has also entered GOTO through TLKM.",tlkm
2026-05-04,"$TLKM still hasnt released its Q4 2025 financials. When it does, itll definitely add fuel to the Indonesia in the dark fire hahahah. And that probably would mark the bottom.",tlkm
2026-05-04,"I already bought it for TKLK first before Danantar was born After all, the narrative is that Danantar bought it Even though its true that TKLK belongs to Danantar",tlkm
2026-05-04,TLKM itu,tlkm
2026-05-04,"Whys this TLKM going along for the ride, huh? lololol",tlkm
2026-05-04,TLKM already bought it before Danantara existed so itd be a lie if Danantara already bought it once even though TLKM owns Danantara,tlkm
2026-05-04,"TLKM if it breaks below 2,900 today, Ill fully TP and add to the GOCAP queue at 50",tlkm
2026-05-04,"I miss the SBY era when it wasnt just airlines with tons of competition and price wars. But cellular operators were in price wars too. Now theyre colluding, and customers are the ones losing out, like whats happening now with the MK lawsuit over expiring data quotas and 28-day",tlkm
2026-05-04,TLKM keep,tlkm
2026-05-04,4 MEI 2026 SAHAM BIG BANK $BBCA $BBRI $BMRI SUDAH MULAI ADA PEMBELIAN ASING WALAU TIPIS.. BERHARAP 1 MINGGU KONSISTEN AKUMULASI UDAH CUKUP,bmri
2026-05-04,"Bank Mandiri (BMRI) siap bagi dividen Rp376,95/saham! Ini kabar gembira buat investor yang nunggu passive income. Simulasi: 1.000 lembar = Rp376.950,- (before tax) 4 Mei 2026 #BMRI #Dividen #BankMandiri #Saham #Investasi #PasarModal",bmri
2026-05-04,"@akusanali Halo Sahabat akusanali, kami informasikan untuk operasional kantor cabang Bank Mandiri setiap hari Senin - Jumat (kecuali hari libur nasional) jam 08:00 - 15:00 waktu setempat. Perihal operasional kantor cabang Bank Mandiri dapat diakses melalui http://bmri.id/infocabang",bmri
2026-05-04,"Jawabannya: BULLISH JANGKA PANJANG untuk saham bank besar (BBCA, BMRI, BBRI) + fintech. KEK = sinyal Indonesia compete dengan Singapore/Hongkong. Untuk retail: TIDAK langsung dapat insentif individu, tapi pasar lebih dalam = portfolio benefit. Lap... #KeuanganIndonesia",bmri
2026-05-04,"Penat hilang, hati pun senang! Nikmati promo Rp100 ribu* pakai Mandiri Virtual Account untuk transaksi di Traveloka! Berlaku hingga 8 Mei 2026! Yuk, manfaatkan promonya buat short escape atau healing impian! *Info: http://bmri.id/VATravelokaBankMandiriberizindan",bmri
2026-05-04,bmri kak buruan ex date senin,bmri
2026-05-04,BBRI dan BMRI cocok buat hari tua dapat pesangon 10-11%.. punya 2 milyar dapat cuan pertahun dari mereka rata rata Rp 200 juta,bmri
2026-05-04,kan naik kaan bank bumn yg rada laen ini HAHAHA impostor ya beda sendiri asing terus beli bbni entah mereka suka karena apa atau karena porsi bbni di porto mereka memang masih kecil dibanding bbca bbri bmri jadi masih leluasa nambah,bmri
2026-05-04,"SYARAT $IHSG KEMBALI ATH (10,000) : 1. BIG BANKS HARUS RECOVERY $BBCA $BBRI $BMRI 2. SAHAM KONGLO HARUS NAIK 3. ASING INFLOW NO.3 AJA UDAH SULIT",bmri
2026-05-04,Ujian Kembali Dihadapi Saham BMRI #saham #infosaham #investasi,bmri
2026-05-04,Kini saatnya wujudkan aset impian Anda. Mandiri Lelang Festival 2026 resmi hadir dengan berbagai pilihan properti & aset impian yang bisa Anda miliki. Segera temukan aset pilihan Anda. Periode: 1 Mei – 30 Juni 2026 Info: http://bmri.id/mandirilelangfestival2026BankMandiriberizindandiawasi,bmri
2026-05-04,"Dividen matahari, lot dikit aja tapi lumayan yieldnya, see you tahun depan semoga bagi dividen jumbo lagi. Tinggal nunggu bbri bmri",bmri
2026-05-04,"BBRI -12%, BBRI - 20%, BMRI -11% pasar macam apa ini",bmri
2026-05-04,"Kabar Baik Untuk Pemegang Saham BBCA, BBRI, BMRI, dan BBNI. Laba perusahaan naik semua di 2016, saatnya average down. Baca disini guys. https://teguhhidayat.com/2026/05/prospek-saham-bbca-bbri-bmri-bbni.html?m=1",bmri
2026-05-04,jemput aku bmri!!!!,bmri
2026-05-04,"IHSG Technical View 4 Mei 2026 IHSG minggu lalu ditutup turun 2.03%, disertai dengan net sell asing ~1.65 Tn. Saham yang paling banyak dijual asing adalah BBCA, BBRI, BMRI, ANTM, dan GOTO.",bmri
2026-05-04,"𝐔𝐩𝐝𝐚𝐭𝐞 𝐒𝐜𝐫𝐞𝐞𝐧𝐢𝐧𝐠 𝐖𝐚𝐭𝐜𝐡𝐥𝐢𝐬𝐭 𝐒𝐚𝐡𝐚𝐦 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 : 𝐇𝐚𝐫𝐢 𝐒𝐞𝐧𝐢𝐧 𝟎𝟒 𝐌𝐞𝐢 𝟐𝟎𝟐𝟔 (𝐂𝐥𝐨𝐬𝐢𝐧𝐠). I = BBNI, PTBA, UNTR, INDF, ITMG. II = PANI, ISAT, MDKA. III = JPFA, ESSA, TINS, AALI, HRTA, AKRA, TINS, EMAS.",isat
2026-05-04,"Di sisi lain, AI mulai jadi mesin baru: Layanan AI Neocloud menyumbang pendapatan sebesar USD 16 juta pada 1Q26, didorong kolaborasi dengan NVIDIA dan Google. Sumber: MNC Sekuritas Retail Research Disclaimer On #MNCSekuritas #MotionTrade #InvestasiLiteStyle #ISAT #Saham",isat
2026-05-04,Bisa naik sampai berapa dan apakah sinyal perlawanan naik ini bisa melanjutkan lagi tren naik harga saham $ISAT yang sudah berjalan dari tahun lalu? Pembahasan selengkapnya di sini,isat
2026-05-04,ISAT : Bisa naik sampai berapa? | Elliott Wave Analysis Harga saham #ISAT terlihat mulai bergerak naik pada perdagangan di awal minggu ini setelah tertekan turun di beberapa minggu sebelumnya,isat
2026-05-04,"The JCI opened higher at 7,023.96 on Monday (4/5). This gain was in line with rises in a number of big-cap stocks, including TPIA, BREN, UNVR, and up to AMMN. According to IDX data, the JCI opened up 0.97% or 67.61 points toward the level of 7,023.96. In early trading",unvr
2026-05-05,BBRI Shares Surge Due to This #saham #infosaham #investasi,bbri
2026-05-05,BBRI Shares Sell Like Hotcakes #saham #infosaham #investasi,bbri
2026-05-05,BBRI Stock Could It Be Climbing Up to Here #saham #infosaham #investasi,bbri
2026-05-05,"IHSG +0.83% to 7,029.856 in the I Session on Tuesday (5/5/2026). Basic Materials Sector +1.33%, Financials +1.32%, Transportation and Logistics +1.14% Meanwhile, Industrials -0.62%, Health Care -0.48%. Banking issuers and Prajogo conglomerates were recorded as the main drivers of",bbri
2026-05-05,BBRI Stock: Different Directions #saham #infosaham #investasi,bbri
2026-05-05,Bbri Designed by haji erick tanaka,bbri
2026-05-05,"IHSG ENTERING “SELECTIVE” PHASE — NOT EUPHORIA Inflation: 2.4% Money Supply (M2): 9.74% (ideal zone) What it means: Liquidity is sufficient, but NOT flooding Market is healthy, but not all stocks are rising Impact on stocks: BENEFITED • Banks (BBCA, BBRI, BMRI)",bbri
2026-05-05,"Jual Saham BBRI hingga BRPT Milik Prajogo Rp 2,5 T https://finance.detik.com/bursa-dan-valas/d-8475123/asing-borong-saham-bbri-hingga-brpt-milik-prajogo-rp-2-5-t??utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikfinance",bbri
2026-05-05,Asing Borong BBRI! Harga Terbang & Fundamental Makin Solid,bbri
2026-05-05,modus: Berkebun CUAN: posit1F: matang CUAN: averaging down + TUNAI PORTOFOLIO terjaga aman: 03 -03-2026 s.d. 05/05/2026: ADES ANTM APLN ASII BBRI BNII ELSA EXCL GOTO INDY KEJU KIJA LAJU ROTI TLKM WIKA ADRO,bbri
2026-05-05,"Update Screening Watchlist Saham Indonesia : Trading Day, 05 May 2026 (Closing). I = BBNI, ITMG, ARCI, INDF, UNTR. II = ADRO, ARCI, ISAT, PTBA. III = BBRI, SRTG, ELSA, AKRA.",bbri
2026-05-05,"PT Bank Rakyat Indonesia (BBRI) states that revenue from its subsidiaries has become one of the key supports for the companys performance in the first quarter of 2026. Recorded, BRIs consolidated profit in the first quarter of 2026 reached 15.5 trillion rupiah, or an increase",bbri
2026-05-05,"BBRI stock is in the spotlight right now ahead of the April 2026 AGMS! Even though foreign investors are selling off a lot, management is optimistic about distributing a final dividend of Rp2064 per share thanks to strong financial performance. Dont forget to check the technical",bbri
2026-05-05,"Henky seems like an influence PP whos being kept by the conglomerate to hypnotize retail investors..!! Its already an open secret that this Mr. PP uses Andani tactics in the Indian stock exchange. BRPT gets a 1 trillion LBA, the influencer rushes to buy BRPT, thats a profit",bbri
2026-05-05,Serok BBRI,bbri
2026-05-05,Trims bbri,bbri
2026-05-05,"Cbre, pgeo, bbri,",bbri
2026-05-05,"Foreign investors are starting to enter and buy shares of Indonesias largest bank, BBRI, with a net buy of 244 billion.. hopefully this becomes the turning point for IHSG heading toward an uptrend.",bbri
2026-05-05,BBRI 1.500..,bbri
2026-05-05,"sp 6/5 : 1. ssia smra cent bmri bbni brpt tpia pipa totl hmsp ades raja lucy ptro indy cbre cdia btps bbri unvr aces cuan tool. 2. bipi, 3, kota pans bdmn dooh. + ppre.",bbri
2026-05-05,"Bro, the foreigners hold 50% of BBRI for investment, 50% for trading. Even if foreigners dump BBRI shares, the 50% BBRI stock isnt affected. Now, when it drops close to the original purchase price, foreigners start scooping it back up. Remember, bro, the 50% that foreigners hold",bbri
2026-05-05,"If you had Rp100 million and invested in Indonesias most popular stocks in 2023, heres what theyd be worth now: BBCA → Rp67 million (-33%) BBRI → Rp65 million (-35%) BMRI → Rp85 million (-15%) TLKM → Rp67 million (-33%) GOTO → Rp39 million (-61%) Average: down from",bbri
2026-05-05,all in bbri. kayake hampir dapet sejuta lembar kan ya. hidup menikmati deviden 20jt+ sebulan sambil kerja secukupnya,bbri
2026-05-05,"Asing udah mulai beli BBRI lagi, apakah sudah mulai bergairah?",bbri
2026-05-05,05 Mei 2026 Big Bank sudah mulai hijau nih $BBCA $BBRI $BBNI $BMRI,bbri
2026-05-05,"$BBRI is solid, its fibo 0.7 level pulled from the COVID-19 crash. At 3,030. Now its already climbed to 3,170. Praise be to God, hopefully this stock has already hit bottom.",bbri
2026-05-05,"Bro, is this on discount now or still gonna keep dropping?",bbri
2026-05-05,"Ide bagus 25 juta ritel Indonesia beli BBRI Rp 3000/ lembar, hold sampai 20 tahun.ane jamin asing juga keteteran . Apalagi rata rata dari 25 juta investor ritel pegang 100 lot BBRI. Ane jamin 5 tahun mendatang BBRI stok plit 1:5 buat goda ritel supaya jual",bbri
2026-05-05,"How are you all, retail cuties? Sell or Hold before May 12th comes up? #BBRI #Stockbit",bbri
2026-05-05,"Praise be to God, bro, BBRIs at Rp 3125.80/ after accumulation!!",bbri
2026-05-05,Top 5 Net Foreign Buys in the First Trading Session on Tuesday: PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) – Rp259.27 billion PT Barito Pacific Tbk (BRPT) – Rp169.31 billion PT DMS Propertindo Tbk (KOTA) – Rp59.52 billion PT Bank Negara Indonesia (Persero) Tbk (BBNI) –,bbri
2026-05-05,"BBCA is back to around 6k and BBRI has also been around 3k since yesterday and today the trend looks like its rising, is the banking sector getting healthy again or is it just a momentary hallucination? (While praying that the old man doesnt blunder by shouting unnecessary",bbri
2026-05-05,"If the debt is in IDR, buying SPY VOO QQQ with it feels great, man But if its BBCA BBRI, whoa, thats a whole different story lololol",bbri
2026-05-05,"Turns out the banking has a flow, if it lasts till afternoon we can stay like this, thatd be great (didnt expect it when I saw BBRI spamming running trades)",bbri
2026-05-05,Udah bantu ngangkat dgn beli $BBRI 1 Lot aku tadi kang dede,bbri
2026-05-05,"Bank Rakyat Indonesia (BBRI) expands the reach of financial services through the BRILink Agent network. By the end of March 2026, the number of BRILink agents will exceed 1.18 million agents spread across 66,450 villages, reaching more than 80% of the total villages in Indonesia.",bbri
2026-05-05,"Hold on tight till it covers the loss, bbri",bbri
2026-05-05,"Damn, the price was supposed to drop but it went up instead... such a pain.",bbri
2026-05-05,"Look at BBRIs position now Why is it rising like this, foreigners not pouring in .... Why when its red, foreigners join in the pouring instead... @marvelle_danny help answer it...",bbri
2026-05-05,$Bbri finally rebounds,bbri
2026-05-05,session 1 foreign net buy sell balanced foreigners entering bbni bbri but still dumping bbca bmri and of course the champion being dumped is goto haha,bbri
2026-05-05,"Gain intraday 5/5 : smmt 5.6%, bren 4.5%, pack 4.2%, inds 3.7%, bbri 3.3%, sola 3%, bbni 2.3%, film 2%, aces 2%.",bbri
2026-05-05,Why this time BBRI rises with volume But Im sad instead ych......,bbri
2026-05-05,"Investors aggressively scooped up shares of PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) with a net buy of Rp259.27 billion in the first session of trading on the Indonesia Stock Exchange, Tuesday (5/5/2026). This move drove BBRIs share price up 3.62% to Rp3,150 per share,",bbri
2026-05-05,$BBRI opened today and immediately rose 4%,bbri
2026-05-05,WBSA 3lot is struggling with my shortcomings in BBRI,bbri
2026-05-05,"If BBRI drops below 1000, but its performance is better than in 2025, Ill scoop up a ton of BBRI. Pretty nice knowing the dividends solid. Wkkwkwkw",bbri
2026-05-05,"Only $BRPT here, the non-banking one bold enough to show up in the top 4 today the Big Four accompanying king $BBCA $BBRI and $BMRI",bbri
2026-05-05,"Keep watching the group, later BBRI gets sold at 3200, like lppf with capital of 800 sold at 1000",bbri
2026-05-05,"ICBP is very ok, GTSI ok. But underline this. 2 years wont guarantee anything if a crisis happens because this number could take even longer, becoming 3-5 years more to recover because its tied to revenue. I also have something stuck, just 1, but the difference is I didnt",icbp
2026-05-05,Speaking of $ICBP.. baca ini Kak,icbp
2026-05-05,Q1 2025 vs Q1 2026 ICBP (consumer): Revenue: 20.2T → 21.7T (+7%) Operating profit: 5.1T → 4.6T Net profit: stable (~3T) Why did operating profit decrease? Because 2025 had one-off income 2026 returns to normal Core business? Still healthy.,icbp
2026-05-05,"Laba Indofood (INDF) Down, ICBP Up: Latest Stock Recommendations and Analysis",icbp
2026-05-05,"haha, this just adds more lol, especially ICBP, just pay it off monthly with whatever money you have, 300-500k is fine, its a good company anyway",icbp
2026-05-05,"Shm! Hey guys, if you were in my position with a -18-50% loss like this, would you sell or what? Btw Im a beginner and bought $ICBP $GTSI originally planning to save up on stocks but ended up with continuous losses. Can this be held for the long term (2-5 years)? ?? Pliss give",icbp
2026-05-05,modus: Berkebun CUAN: posit1F: matang CUAN: averaging down + TUNAI PORTOFOLIO terjaga aman: 03 -03-2026 s.d. 05/05/2026: ADES ANTM APLN ASII BBRI BNII ELSA EXCL GOTO INDY KEJU KIJA LAJU ROTI TLKM WIKA ADRO,tlkm
2026-05-05,"Do you guys believe it?? They shouldve said we didnt buy GOTO shares but through Telkom Cause Telkom used to invest in GOTO back then And now TLKM is under Danantara So Telkoms stuff basically becomes our Danantara stuff If theyve already bought it, doesnt that mean",tlkm
2026-05-05,actually Danantara is already at GOTO Through TLKM which got stuck ...wkwkwkwkwkw,tlkm
2026-05-05,"They have goods from Tlkm that were bought from ytta. This issue is being stirred up again because big whale wants to exit, but theres no liquidity provided. Feels so good that Danantara will enter Goto again.",tlkm
2026-05-05,"ini bener bang, udh lama juga tlkm nyangkut di goto",tlkm
2026-05-05,"If you had Rp100 million and invested in Indonesias most popular stocks in 2023, heres what theyd be worth now: BBCA → Rp67 million (-33%) BBRI → Rp65 million (-35%) BMRI → Rp85 million (-15%) TLKM → Rp67 million (-33%) GOTO → Rp39 million (-61%) Average: down from",tlkm
2026-05-05,"I only trust TLKM for big caps, and GMFI instead of its GIAA, both GMFI (owned by GIAA) and CASS (Emtek group) are small profitable companies, but due to their liquidity constraints on ADTV, people get lazy trading there",tlkm
2026-05-05,"𝐔𝐩𝐝𝐚𝐭𝐞 𝐒𝐜𝐫𝐞𝐞𝐧𝐢𝐧𝐠 𝐖𝐚𝐭𝐜𝐡𝐥𝐢𝐬𝐭 𝐒𝐚𝐡𝐚𝐦 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 : 𝐇𝐚𝐫𝐢 𝐒𝐞𝐥𝐚𝐬𝐚, 𝟎𝟓 𝐌𝐞𝐢 𝟐𝟎𝟐𝟔 (𝐂𝐥𝐨𝐬𝐢𝐧𝐠). I = BBNI, ITMG, ARCI, INDF, UNTR. II = ADRO, ARCI, ISAT, PTBA. III = BBRI, SRTG, ELSA, AKRA.",isat
2026-05-05,"sp 6/5 : 1. ssia smra cent bmri bbni brpt tpia pipa totl hmsp ades raja lucy ptro indy cbre cdia btps bbri unvr aces cuan tool. 2. bipi, 3, kota pans bdmn dooh. + ppre.",unvr
2026-05-05,"Without the filter, ROE dropped to $unvr this year, a whole 1 company Imagine every year its profit is 1.3x its equity, like splitting in two every year",unvr
2026-05-06,"JAKARTA – The Composite Stock Price Index (IHSG) rose 0.83% or 57.90 points to 7,029.86 in the first trading session on Tuesday (5/5), after briefly touching the lowest level at 6,921.6. Read more: https://idnfin.id/a63514",bbri
2026-05-06,BBRI Stock Turns the Tide After 13 Days of Market #saham #infosaham #investasi,bbri
2026-05-06,Major banks resume buyback actions. BBCA: Rp5 trillion BMRI: Rp1.17 trillion BBNI: Rp905 billion This step is often interpreted as a signal of managements confidence in the stocks valuation. Will BBRI follow suit? #BBCA #BBRI #BMRI #BBNI #PinePick,bbri
2026-05-06,BBRI: Has the downtrend finished? | Elliott Wave Analysis The #BBRI stock price appears to have started moving upward in yesterdays trading after continuing to be pressured downward in the previous few weeks,bbri
2026-05-06,"BBRI Stock Being Accumulated, While Its Cheap, Price Could Reach This Level #saham #infosaham #investasi",bbri
2026-05-06,"multiBAGGER: total matang CUAN: plus at minus: portofolio: +1133,07%: 06 Mei 2026: ABMM ADES ADES ADMR ADRO AMRT AMRT ANTM ANTM APLN APLN ARTO ASII ASII ASRI BBCA BBCA BBRI BBRI BLTA BNII BNII BNII BREN BREN BREN BUMI BUMI",bbri
2026-05-06,"Yesterdays main driver: Financial sector acts as anchor → BBCA BBRI BMRI BBNI all green in unison Surprise of the day: BRPT ARA +25% — lands in top gainers with insane volume WBSA enters FCA, ARA also +10% but vol still huge, is there distribution potential already? Raw",bbri
2026-05-06,"Tomorrow itll go up, because the big bosses who get BBRI dividends in the hundreds of millions or billions will sweep up BBRI using their trading limit funds, paying on Friday, the BBRI dividend payout day, around Rp 15 trillion..!!",bbri
2026-05-06,Nunggu BBRI & BMRI,bbri
2026-05-06,"THS: multiBAGGER: NO Beggars: 5 taon, 10 taon, sejak AWAL Observasi: MAPI UNVR ASII ICBP BBCA BBRI IHSG CPIN adro AMRT pgeo DSSA BYAN BREN jsmr elsa antm arto indy : +3150,00% s.d. +15,05%: konsistensi: 4957,47% (CPIN sjak AWAL): 1384,54% (ICBP sjak AWAL): portofolio:",bbri
2026-05-06,"Bank Mandiri (BMRI) recorded a decline in its cost of credit, or CoC, from 0.71% in the first quarter of 2025 to 0.48% in the first quarter of 2026. Declines were also seen in Bank Rakyat Indonesia (BBRI) from 3.5% to 3.2%, as well as Bank Tabungan Negara (BBTN) from 1.1% to",bbri
2026-05-06,"How high can it rise, and could this upward resistance signal be a sign that the downward stock price trend for $BBRI, which has been ongoing since last year, has already ended? Full discussion here",bbri
2026-05-06,theres no $BBRI ya,bbri
2026-05-06,"IHSG +1.22%. Oversold already, reversal signal emerging. Still wait and see? What to watch out for today: $SSIA $RAJA $CUAN $CDIA $BBRI R: 7.150 | Pivot: 7.100 | S: 7.000 Dont end up understanding it too late.",bbri
2026-05-06,"For the best BBRI dividends, for BBCA service, for BMRI capital gains.",bbri
2026-05-06,"Thats right, the price of big state-owned bank BUMN stocks is already at a discount..!! Amazingly, retail investors are scared , even though the annual banking profits are shared among shareholders . BBRIs profits alone could buy BRENs assets (50 trillion)..",bbri
2026-05-06,"Dividend date 8 for ADRO & BBRI at the same time, ex-date for BMRI. After that, just cash out from this market for now, for example..",bbri
2026-05-06,"Oh, these pessimists dont even know theres a treasure trove in the portfolio where BBRIs price is now as cheap as a rickshaw. In the next 5-10 years, itll be Rp 6,000-8,500 per share.",bbri
2026-05-06,"$BBNI, yg nyusul $BBRI $BNGA $ADRO",bbri
2026-05-06,"Rekomendasi Saham Potensial — Rabu, 6 Mei 2026 BBRI – Hold/Trading Buy Entry: 3070 -3120 Target 2: 3450 Target 1: 3300 Stoploss: <2990 By Phintraco Sekuritas Investment Advisor Team - Disclaimer On -",bbri
2026-05-06,Tomorrow Ill buy if BBRI goes back to 6000,bbri
2026-05-06,"Thats way below the price when BlackRock scooped up BBRI, bro BBRI was snapped up by BlackRock 17 years ago at a price of Rp 2717 per share BBRI.!!",bbri
2026-05-06,waiting for ADRO and BBRI on the 8th turns out mutual funds have dividends too,bbri
2026-05-06,"Can it really go up to 20,000, bro?",bbri
2026-05-06,"Skrrg BBRI and other state-owned banks rarely have offline meetings. Most of the time, theyre online through KSEI. Only a handful of people know the location of the offline meetings. Because in the invitation, its just written Jakpus and Jaksel.",bbri
2026-05-06,"Thanks for the Akra 3%, time to take a break from playing the stock market first because there are big events coming up Will input into BBRI",bbri
2026-05-06,"Aku otodidak belajar dari yt sama tt kak, terus analisa teknikal mandiri. Kemaren ngejar dividen bbri juga sempet loss 30rban soalnya cuma 1 lot, nanti tanggal 8 dapet 16rb kayaknya dari bbri",bbri
